,transaction_id,user_id,transaction_amount,transaction_time,is_fraud,payment_method_Bank Transfer,payment_method_Credit Card,payment_method_Cryptocurrency,payment_method_Debit Card,payment_method_PayPal,user_location_Chicago,user_location_Houston,user_location_Los Angeles,user_location_New York,user_location_San Francisco,device_type_Android,device_type_Linux Machine,device_type_MacBook,device_type_Windows PC,device_type_iPhone,hour,day_of_week
70,71,1776,3170.6702630404616,2025-01-03 22:00:00,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,22,4
71,72,1345,1208.3266377031837,2025-01-03 23:00:00,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,23,4
72,73,1564,388.5580072622329,2025-01-04 00:00:00,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,0,5
73,74,1897,653.1098123341396,2025-01-04 01:00:00,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,1,5
74,75,1339,648.9487363992845,2025-01-04 02:00:00,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,2,5
75,76,1091,767.9944406263488,2025-01-04 03:00:00,0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,3,5
76,77,1366,702.7475915205566,2025-01-04 04:00:00,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,4,5
77,78,1955,3207.964976568041,2025-01-04 05:00:00,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,5,5
78,79,1454,917.5816211517326,2025-01-04 06:00:00,0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,6,5
79,80,1427,1734.8797437860774,2025-01-04 07:00:00,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,7,5
80,81,1508,4484.974165430999,2025-01-04 08:00:00,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,8,5
81,82,1775,2375.068584911733,2025-01-04 09:00:00,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,9,5
82,83,1942,3341.113115219925,2025-01-04 10:00:00,0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,10,5
83,84,1034,869.8761572961329,2025-01-04 11:00:00,0,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,11,5
84,85,1205,969.5222038552672,2025-01-04 12:00:00,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,12,5
85,86,1080,213.93439516972956,2025-01-04 13:00:00,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,13,5
86,87,1931,852.985964730101,2025-01-04 14:00:00,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,14,5
87,88,1561,1400.1657917694736,2025-01-04 15:00:00,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,15,5
88,89,1871,893.2823165409666,2025-01-04 16:00:00,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,16,5
89,90,1387,452.6256434477075,2025-01-04 17:00:00,0,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,17,5
90,91,1001,611.9729967919981,2025-01-04 18:00:00,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,18,5
91,92,1389,2309.286052483302,2025-01-04 19:00:00,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,19,5
92,93,1565,1039.6052548449047,2025-01-04 20:00:00,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,20,5
93,94,1105,1827.7066066298964,2025-01-04 21:00:00,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,21,5
94,95,1771,2522.052181565736,2025-01-04 22:00:00,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,22,5
95,96,1821,3455.070194860533,2025-01-04 23:00:00,0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,23,5
96,97,1476,206.1675778070837,2025-01-05 00:00:00,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0,6
97,98,1702,3999.057890556123,2025-01-05 01:00:00,0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,1,6
98,99,1401,3143.2229435596296,2025-01-05 02:00:00,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,2,6
99,100,1729,417.9775694248708,2025-01-05 03:00:00,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,3,6
100,101,1555,4369.157334292819,2025-01-05 04:00:00,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,4,6
101,102,1161,4605.153278653748,2025-01-05 05:00:00,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,5,6
102,103,1201,314.7790196757701,2025-01-05 06:00:00,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,6,6
103,104,1957,1391.6194642545463,2025-01-05 07:00:00,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,7,6
104,105,1995,4032.944386167376,2025-01-05 08:00:00,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,8,6
105,106,1269,3743.8158550144553,2025-01-05 09:00:00,0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,9,6
106,107,1862,930.7598865883228,2025-01-05 10:00:00,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,10,6
107,108,1815,1054.6531234501845,2025-01-05 11:00:00,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,11,6
108,109,1270,1858.655792928996,2025-01-05 12:00:00,0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,12,6
109,110,1455,2427.769696103197,2025-01-05 13:00:00,1,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,13,6
110,111,1461,3095.091309936177,2025-01-05 14:00:00,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,14,6
111,112,1726,1850.879061453164,2025-01-05 15:00:00,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,15,6
112,113,1251,2318.048233504408,2025-01-05 16:00:00,0,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,16,6
113,114,1701,3739.879981287445,2025-01-05 17:00:00,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,17,6
114,115,1295,193.0491824240835,2025-01-05 18:00:00,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,18,6
115,116,1724,1269.6603522766636,2025-01-05 19:00:00,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,19,6
116,117,1719,3569.6144335639165,2025-01-05 20:00:00,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,20,6
117,118,1748,4477.0821200591245,2025-01-05 21:00:00,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,21,6
118,119,1337,2563.270436157174,2025-01-05 22:00:00,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,22,6
119,120,1878,2665.2462914739253,2025-01-05 23:00:00,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,23,6
120,121,1052,544.7883365854825,2025-01-06 00:00:00,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,0,0
121,122,1791,2242.5877104490387,2025-01-06 01:00:00,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,1,0
122,123,1921,2667.7601596105656,2025-01-06 02:00:00,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,2,0
123,124,1216,1219.927813137301,2025-01-06 03:00:00,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,3,0
124,125,1763,1353.523722437411,2025-01-06 04:00:00,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,4,0
125,126,1187,1892.647973892067,2025-01-06 05:00:00,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,5,0
126,127,1379,110.15527691085458,2025-01-06 06:00:00,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,6,0
127,128,1492,1617.1750362600596,2025-01-06 07:00:00,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,7,0
128,129,1040,1065.1255549127577,2025-01-06 08:00:00,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,8,0
129,130,1156,1644.2117873677942,2025-01-06 09:00:00,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,9,0
130,131,1014,607.6130377780636,2025-01-06 10:00:00,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,10,0
131,132,1812,4453.731130892076,2025-01-06 11:00:00,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,11,0
132,133,1064,2972.026343234703,2025-01-06 12:00:00,0,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,12,0
133,134,1856,3398.720572531003,2025-01-06 13:00:00,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,13,0
134,135,1838,3947.964480650618,2025-01-06 14:00:00,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,14,0
135,136,1520,2497.226572655996,2025-01-06 15:00:00,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,15,0
136,137,1343,443.7322375562442,2025-01-06 16:00:00,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,16,0
137,138,1128,2690.161643674553,2025-01-06 17:00:00,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,17,0
138,139,1647,2938.337178924187,2025-01-06 18:00:00,0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,18,0
139,140,1471,3729.742976179807,2025-01-06 19:00:00,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,19,0
140,141,1062,2163.9811356861,2025-01-06 20:00:00,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,20,0
141,142,1138,646.6257109498632,2025-01-06 21:00:00,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,21,0
142,143,1498,1426.041769935635,2025-01-06 22:00:00,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,22,0
143,144,1592,1821.780659029189,2025-01-06 23:00:00,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,23,0
144,145,1391,3233.12703424469,2025-01-07 00:00:00,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0,1
145,146,1674,2858.1837402978704,2025-01-07 01:00:00,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,1,1
146,147,1418,1786.9226622302529,2025-01-07 02:00:00,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,2,1
147,148,1288,4932.711091476968,2025-01-07 03:00:00,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,3,1
148,149,1378,3032.8163485908667,2025-01-07 04:00:00,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,4,1
149,150,1772,1193.7616907626125,2025-01-07 05:00:00,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,5,1
150,151,1489,517.8945383758146,2025-01-07 06:00:00,1,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,6,1
151,152,1230,772.7671045298168,2025-01-07 07:00:00,0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,7,1
152,153,1040,1237.3290646386956,2025-01-07 08:00:00,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,8,1
153,154,1027,811.8000525651828,2025-01-07 09:00:00,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,9,1
154,155,1134,940.9694500160158,2025-01-07 10:00:00,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,10,1
155,156,1200,1432.624891782297,2025-01-07 11:00:00,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,11,1
156,157,1839,875.1342405208266,2025-01-07 12:00:00,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,12,1
157,158,1779,4484.859468885861,2025-01-07 13:00:00,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,13,1
158,159,1929,410.3663908515946,2025-01-07 14:00:00,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,14,1
159,160,1032,2627.311833955571,2025-01-07 15:00:00,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,15,1
160,161,1047,2057.880166678411,2025-01-07 16:00:00,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,16,1
161,162,1502,4912.0692983739455,2025-01-07 17:00:00,0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,17,1
162,163,1406,569.0741218185813,2025-01-07 18:00:00,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,18,1
163,164,1573,1995.299439238251,2025-01-07 19:00:00,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,19,1
164,165,1727,4847.657462044091,2025-01-07 20:00:00,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,20,1
165,166,1804,4328.880558210962,2025-01-07 21:00:00,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,21,1
166,167,1098,4087.189634036906,2025-01-07 22:00:00,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,22,1
167,168,1683,1296.9351069542497,2025-01-07 23:00:00,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,23,1
168,169,1871,862.7290610764285,2025-01-08 00:00:00,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0,2
169,170,1725,3346.5296674229107,2025-01-08 01:00:00,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1,2
170,171,1986,4647.586185746653,2025-01-08 02:00:00,0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,2,2
171,172,1546,2788.246836139509,2025-01-08 03:00:00,0,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,3,2
172,173,1960,2862.3473204548004,2025-01-08 04:00:00,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,4,2
173,174,1738,1407.095677364818,2025-01-08 05:00:00,0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,5,2
174,175,1612,3849.769736627765,2025-01-08 06:00:00,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,6,2
175,176,1942,943.3483053020416,2025-01-08 07:00:00,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,7,2
176,177,1461,1625.159389657176,2025-01-08 08:00:00,0,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,8,2
177,178,1642,2132.92782869592,2025-01-08 09:00:00,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,9,2
178,179,1768,2542.9757896354304,2025-01-08 10:00:00,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,10,2
179,180,1004,1219.6245647512503,2025-01-08 11:00:00,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,11,2
180,181,1217,583.0357554486257,2025-01-08 12:00:00,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,12,2
181,182,1502,3056.994011783747,2025-01-08 13:00:00,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,13,2
182,183,1766,1450.2664606688763,2025-01-08 14:00:00,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,14,2
183,184,1397,2910.378724898835,2025-01-08 15:00:00,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,15,2
184,185,1870,780.2699492182695,2025-01-08 16:00:00,1,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,16,2
185,186,1794,2410.889108255539,2025-01-08 17:00:00,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,17,2
186,187,1392,2667.6212684324137,2025-01-08 18:00:00,1,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,18,2
187,188,1206,268.5994487439103,2025-01-08 19:00:00,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,19,2
188,189,1014,1689.6553481876638,2025-01-08 20:00:00,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,20,2
189,190,1857,680.7292379254815,2025-01-08 21:00:00,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,21,2
190,191,1553,326.24110265911105,2025-01-08 22:00:00,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,22,2
191,192,1891,4949.901559625827,2025-01-08 23:00:00,0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,23,2
192,193,1460,1618.5456864238677,2025-01-09 00:00:00,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0,3
193,194,1690,4051.273484814628,2025-01-09 01:00:00,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,1,3
194,195,1574,1280.6568672711817,2025-01-09 02:00:00,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2,3
195,196,1863,3410.698583897407,2025-01-09 03:00:00,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,3,3
196,197,1742,3803.537020849536,2025-01-09 04:00:00,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4,3
197,198,1240,2982.2373156331428,2025-01-09 05:00:00,0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,5,3
198,199,1563,2363.1651808652905,2025-01-09 06:00:00,0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,6,3
199,200,1095,2065.08616159487,2025-01-09 07:00:00,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,7,3
200,201,1899,1750.8526500495466,2025-01-09 08:00:00,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,8,3
201,202,1733,4648.350429796651,2025-01-09 09:00:00,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,9,3
202,203,1484,4154.790844860769,2025-01-09 10:00:00,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,10,3
203,204,1406,4825.484284225898,2025-01-09 11:00:00,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,11,3
204,205,1230,630.2431451928682,2025-01-09 12:00:00,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,12,3
205,206,1748,3657.0287012661847,2025-01-09 13:00:00,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,13,3
206,207,1654,4692.318879536979,2025-01-09 14:00:00,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,14,3
207,208,1170,914.3530001666442,2025-01-09 15:00:00,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,15,3
208,209,1540,341.8163741602197,2025-01-09 16:00:00,0,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,16,3
209,210,1035,3708.1920399573946,2025-01-09 17:00:00,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,17,3
210,211,1524,2876.62083476776,2025-01-09 18:00:00,0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,18,3
211,212,1159,4210.725596023777,2025-01-09 19:00:00,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,19,3
