transaction_id,user_id,transaction_amount,transaction_time,is_fraud
93,1565,1039.6052548449047,2025-01-04 20:00:00,0
94,1105,1827.7066066298964,2025-01-04 21:00:00,0
95,1771,2522.0521815657357,2025-01-04 22:00:00,0
96,1821,3455.070194860533,2025-01-04 23:00:00,0
97,1476,206.1675778070837,2025-01-05 00:00:00,0
98,1702,3999.057890556123,2025-01-05 01:00:00,0
99,1401,3143.2229435596296,2025-01-05 02:00:00,0
100,1729,417.9775694248708,2025-01-05 03:00:00,0
101,1555,4369.157334292819,2025-01-05 04:00:00,0
102,1161,4605.153278653748,2025-01-05 05:00:00,0
103,1201,314.7790196757701,2025-01-05 06:00:00,1
104,1957,1391.6194642545465,2025-01-05 07:00:00,0
105,1995,4032.9443861673763,2025-01-05 08:00:00,0
106,1269,3743.8158550144553,2025-01-05 09:00:00,0
107,1862,930.7598865883228,2025-01-05 10:00:00,0
108,1815,1054.6531234501845,2025-01-05 11:00:00,0
109,1270,1858.655792928996,2025-01-05 12:00:00,0
110,1455,2427.7696961031966,2025-01-05 13:00:00,1
111,1461,3095.091309936177,2025-01-05 14:00:00,0
112,1726,1850.8790614531642,2025-01-05 15:00:00,0
113,1251,2318.048233504408,2025-01-05 16:00:00,0
114,1701,3739.879981287445,2025-01-05 17:00:00,0
115,1295,193.0491824240835,2025-01-05 18:00:00,0
116,1724,1269.6603522766636,2025-01-05 19:00:00,0
117,1719,3569.6144335639165,2025-01-05 20:00:00,0
118,1748,4477.0821200591245,2025-01-05 21:00:00,0
119,1337,2563.270436157174,2025-01-05 22:00:00,0
120,1878,2665.2462914739253,2025-01-05 23:00:00,0
121,1052,544.7883365854825,2025-01-06 00:00:00,0
122,1791,2242.5877104490387,2025-01-06 01:00:00,0
123,1921,2667.7601596105656,2025-01-06 02:00:00,0
124,1216,1219.927813137301,2025-01-06 03:00:00,0
125,1763,1353.523722437411,2025-01-06 04:00:00,1
126,1187,1892.647973892067,2025-01-06 05:00:00,0
127,1379,110.15527691085458,2025-01-06 06:00:00,0
128,1492,1617.1750362600596,2025-01-06 07:00:00,0
129,1040,1065.1255549127577,2025-01-06 08:00:00,0
130,1156,1644.2117873677942,2025-01-06 09:00:00,0
131,1014,607.6130377780636,2025-01-06 10:00:00,0
132,1812,4453.731130892076,2025-01-06 11:00:00,0
133,1064,2972.026343234703,2025-01-06 12:00:00,0
134,1856,3398.720572531003,2025-01-06 13:00:00,0
135,1838,3947.964480650618,2025-01-06 14:00:00,0
136,1520,2497.226572655996,2025-01-06 15:00:00,0
137,1343,443.73223755624423,2025-01-06 16:00:00,0
138,1128,2690.1616436745535,2025-01-06 17:00:00,0
139,1647,2938.337178924187,2025-01-06 18:00:00,0
140,1471,3729.7429761798066,2025-01-06 19:00:00,0
141,1062,2163.9811356861,2025-01-06 20:00:00,0
142,1138,646.6257109498632,2025-01-06 21:00:00,0
143,1498,1426.041769935635,2025-01-06 22:00:00,0
144,1592,1821.780659029189,2025-01-06 23:00:00,0
145,1391,3233.12703424469,2025-01-07 00:00:00,0
146,1674,2858.1837402978704,2025-01-07 01:00:00,0
147,1418,1786.9226622302529,2025-01-07 02:00:00,0
148,1288,4932.711091476968,2025-01-07 03:00:00,0
149,1378,3032.8163485908667,2025-01-07 04:00:00,0
150,1772,1193.7616907626125,2025-01-07 05:00:00,0
151,1489,517.8945383758146,2025-01-07 06:00:00,1
152,1230,772.7671045298168,2025-01-07 07:00:00,0
153,1040,1237.3290646386956,2025-01-07 08:00:00,0
154,1027,811.8000525651828,2025-01-07 09:00:00,0
155,1134,940.9694500160158,2025-01-07 10:00:00,0
156,1200,1432.624891782297,2025-01-07 11:00:00,0
157,1839,875.1342405208266,2025-01-07 12:00:00,0
158,1779,4484.859468885861,2025-01-07 13:00:00,0
159,1929,410.36639085159464,2025-01-07 14:00:00,0
160,1032,2627.311833955571,2025-01-07 15:00:00,0
161,1047,2057.880166678411,2025-01-07 16:00:00,0
162,1502,4912.0692983739455,2025-01-07 17:00:00,0
163,1406,569.0741218185813,2025-01-07 18:00:00,0
164,1573,1995.2994392382507,2025-01-07 19:00:00,0
165,1727,4847.657462044091,2025-01-07 20:00:00,0
166,1804,4328.880558210962,2025-01-07 21:00:00,0
167,1098,4087.1896340369067,2025-01-07 22:00:00,0
168,1683,1296.9351069542497,2025-01-07 23:00:00,1
169,1871,862.7290610764285,2025-01-08 00:00:00,0
170,1725,3346.5296674229107,2025-01-08 01:00:00,0
171,1986,4647.586185746653,2025-01-08 02:00:00,0
172,1546,2788.2468361395095,2025-01-08 03:00:00,0
173,1960,2862.3473204548004,2025-01-08 04:00:00,0
174,1738,1407.0956773648181,2025-01-08 05:00:00,0
175,1612,3849.7697366277653,2025-01-08 06:00:00,0
176,1942,943.3483053020416,2025-01-08 07:00:00,0
177,1461,1625.159389657176,2025-01-08 08:00:00,0
178,1642,2132.9278286959197,2025-01-08 09:00:00,0
179,1768,2542.9757896354304,2025-01-08 10:00:00,0
180,1004,1219.6245647512503,2025-01-08 11:00:00,0
181,1217,583.0357554486257,2025-01-08 12:00:00,0
182,1502,3056.994011783747,2025-01-08 13:00:00,0
183,1766,1450.2664606688763,2025-01-08 14:00:00,0
184,1397,2910.378724898835,2025-01-08 15:00:00,0
185,1870,780.2699492182695,2025-01-08 16:00:00,1
186,1794,2410.889108255539,2025-01-08 17:00:00,0
187,1392,2667.6212684324137,2025-01-08 18:00:00,1
188,1206,268.5994487439103,2025-01-08 19:00:00,0
189,1014,1689.6553481876638,2025-01-08 20:00:00,0
190,1857,680.7292379254815,2025-01-08 21:00:00,0
191,1553,326.24110265911105,2025-01-08 22:00:00,0
192,1891,4949.901559625827,2025-01-08 23:00:00,0
193,1460,1618.5456864238677,2025-01-09 00:00:00,0
194,1690,4051.273484814628,2025-01-09 01:00:00,0
195,1574,1280.6568672711817,2025-01-09 02:00:00,0
196,1863,3410.698583897407,2025-01-09 03:00:00,0
197,1742,3803.537020849536,2025-01-09 04:00:00,0
198,1240,2982.2373156331428,2025-01-09 05:00:00,0
199,1563,2363.1651808652905,2025-01-09 06:00:00,0
200,1095,2065.08616159487,2025-01-09 07:00:00,0
201,1899,1750.8526500495466,2025-01-09 08:00:00,0
202,1733,4648.350429796651,2025-01-09 09:00:00,1
203,1484,4154.790844860769,2025-01-09 10:00:00,0
204,1406,4825.484284225898,2025-01-09 11:00:00,0
205,1230,630.2431451928682,2025-01-09 12:00:00,1
206,1748,3657.0287012661847,2025-01-09 13:00:00,0
207,1654,4692.318879536979,2025-01-09 14:00:00,0
208,1170,914.3530001666442,2025-01-09 15:00:00,0
209,1540,341.8163741602197,2025-01-09 16:00:00,0
210,1035,3708.1920399573946,2025-01-09 17:00:00,0
211,1524,2876.6208347677602,2025-01-09 18:00:00,0
212,1159,4210.725596023777,2025-01-09 19:00:00,0
213,1838,707.4641593651846,2025-01-09 20:00:00,0
214,1698,3978.383886180852,2025-01-09 21:00:00,1
215,1242,1016.1203270382453,2025-01-09 22:00:00,0
216,1085,826.6431548998655,2025-01-09 23:00:00,0
217,1795,829.6863316756547,2025-01-10 00:00:00,0
218,1577,4074.727853954597,2025-01-10 01:00:00,0
219,1681,3329.3341312740386,2025-01-10 02:00:00,0
220,1556,2620.0964695979055,2025-01-10 03:00:00,0
221,1573,1800.5641157762775,2025-01-10 04:00:00,0
222,1952,4387.23069865741,2025-01-10 05:00:00,0
223,1645,1968.3010860389506,2025-01-10 06:00:00,0
224,1795,4084.8312029631697,2025-01-10 07:00:00,0
225,1027,2201.28319376539,2025-01-10 08:00:00,0
226,1619,1890.952702830289,2025-01-10 09:00:00,0
227,1555,2318.772130491336,2025-01-10 10:00:00,0
228,1339,1513.875592079069,2025-01-10 11:00:00,0
229,1797,3740.570807079493,2025-01-10 12:00:00,0
230,1957,2518.574746561471,2025-01-10 13:00:00,0
231,1330,1168.7413487826184,2025-01-10 14:00:00,0
232,1639,4498.877120640097,2025-01-10 15:00:00,0
233,1505,1925.617194652325,2025-01-10 16:00:00,0
234,1347,2722.3287769588032,2025-01-10 17:00:00,0
235,1472,4533.295833713089,2025-01-10 18:00:00,0
236,1230,3124.9475996108204,2025-01-10 19:00:00,0
237,1189,593.3212231347367,2025-01-10 20:00:00,0
238,1224,4699.762296831241,2025-01-10 21:00:00,0
239,1384,3142.263184826375,2025-01-10 22:00:00,0
240,1376,1681.1790171388598,2025-01-10 23:00:00,0
241,1282,704.9676425903024,2025-01-11 00:00:00,1
242,1957,3972.185694458777,2025-01-11 01:00:00,0
243,1632,3104.1630520832823,2025-01-11 02:00:00,1
244,1627,2671.9708489618442,2025-01-11 03:00:00,0
245,1972,4470.523989424279,2025-01-11 04:00:00,0
246,1744,3945.1000840104084,2025-01-11 05:00:00,0
247,1258,766.8576498664283,2025-01-11 06:00:00,0
248,1358,1565.4931182997857,2025-01-11 07:00:00,0
249,1709,1249.960807674184,2025-01-11 08:00:00,0
250,1455,3722.291999937658,2025-01-11 09:00:00,0
251,1410,177.3268493315391,2025-01-11 10:00:00,0
252,1648,2853.7495275078695,2025-01-11 11:00:00,0
253,1317,3814.668841846046,2025-01-11 12:00:00,0
254,1676,4385.06052744113,2025-01-11 13:00:00,0
255,1224,1716.9879260923783,2025-01-11 14:00:00,0
256,1818,4108.0739503133445,2025-01-11 15:00:00,0
257,1233,562.0523674064841,2025-01-11 16:00:00,0
258,1683,4233.796935755246,2025-01-11 17:00:00,0
259,1663,646.1684250365922,2025-01-11 18:00:00,0
260,1974,1992.4635798962327,2025-01-11 19:00:00,1
261,1826,3988.503875239973,2025-01-11 20:00:00,0
262,1373,758.0879624703812,2025-01-11 21:00:00,0
263,1671,1153.964462210881,2025-01-11 22:00:00,0
264,1607,3614.040316281401,2025-01-11 23:00:00,0
265,1471,3602.982317364911,2025-01-12 00:00:00,0
266,1232,3209.3266880976335,2025-01-12 01:00:00,0
267,1691,3472.802737890829,2025-01-12 02:00:00,0
268,1112,2718.194972304505,2025-01-12 03:00:00,0
269,1829,1266.4773039456943,2025-01-12 04:00:00,0
270,1496,1735.023007584558,2025-01-12 05:00:00,0
271,1441,916.1726068391141,2025-01-12 06:00:00,0
272,1563,4543.168301054806,2025-01-12 07:00:00,0
273,1267,2921.125055882941,2025-01-12 08:00:00,0
274,1509,2010.248569650563,2025-01-12 09:00:00,0
275,1806,2315.408960184222,2025-01-12 10:00:00,0
276,1385,4736.943864662959,2025-01-12 11:00:00,0
277,1386,775.2235015492402,2025-01-12 12:00:00,0
278,1112,2935.2868617638183,2025-01-12 13:00:00,0
279,1612,2534.384507633485,2025-01-12 14:00:00,0
280,1624,3061.1566348188926,2025-01-12 15:00:00,0
281,1951,100.36981726599414,2025-01-12 16:00:00,0
282,1080,4361.898305631315,2025-01-12 17:00:00,0
283,1698,4661.270229593226,2025-01-12 18:00:00,0
284,1112,2830.014586110153,2025-01-12 19:00:00,0
285,1001,3486.287611145692,2025-01-12 20:00:00,0
286,1641,4613.271912074705,2025-01-12 21:00:00,0
287,1219,3539.120785223859,2025-01-12 22:00:00,1
288,1565,771.1698241421641,2025-01-12 23:00:00,0
289,1854,2885.678917232398,2025-01-13 00:00:00,0
290,1996,3037.508081450451,2025-01-13 01:00:00,0
291,1735,2126.412049798906,2025-01-13 02:00:00,0
292,1224,3684.856735767367,2025-01-13 03:00:00,0
293,1384,4672.491403697384,2025-01-13 04:00:00,0
294,1402,4628.586879404814,2025-01-13 05:00:00,0
295,1637,2259.6884633066193,2025-01-13 06:00:00,0
296,1129,575.0578487453687,2025-01-13 07:00:00,0
297,1052,4924.357582822049,2025-01-13 08:00:00,0
298,1683,4196.101451365211,2025-01-13 09:00:00,0
299,1729,632.0667792043016,2025-01-13 10:00:00,0
300,1671,4605.000994260688,2025-01-13 11:00:00,0
301,1709,4350.78284669002,2025-01-13 12:00:00,0
302,1415,2599.0019050591,2025-01-13 13:00:00,1
303,1246,2960.464424367197,2025-01-13 14:00:00,0
304,1835,2001.02349231195,2025-01-13 15:00:00,0
305,1438,283.26057772193633,2025-01-13 16:00:00,0
306,1202,1682.6342358130455,2025-01-13 17:00:00,0
307,1183,4016.2387085040773,2025-01-13 18:00:00,0
308,1122,33.113794792968264,2025-01-13 19:00:00,0
309,1400,1674.1608667388095,2025-01-13 20:00:00,0
310,1766,1996.861781018807,2025-01-13 21:00:00,0
311,1293,2691.6040586602353,2025-01-13 22:00:00,0
312,1279,4600.079525899675,2025-01-13 23:00:00,0
313,1836,1738.2665118861466,2025-01-14 00:00:00,0
314,1883,1741.2964774621762,2025-01-14 01:00:00,1
315,1609,3690.1312280676443,2025-01-14 02:00:00,0
316,1197,2266.5675250401378,2025-01-14 03:00:00,0
317,1981,1130.7780664705099,2025-01-14 04:00:00,1
318,1906,2267.67318550214,2025-01-14 05:00:00,0
319,1510,712.8765316952013,2025-01-14 06:00:00,0
320,1751,890.1710626660544,2025-01-14 07:00:00,0
321,1143,2496.8551859700037,2025-01-14 08:00:00,0
322,1608,2100.437993027694,2025-01-14 09:00:00,0
323,1200,4575.081046329819,2025-01-14 10:00:00,0
324,1123,1818.3455565919992,2025-01-14 11:00:00,0
325,1186,2907.1358678874367,2025-01-14 12:00:00,0
326,1325,3164.9987967184566,2025-01-14 13:00:00,0
327,1463,75.34133837578484,2025-01-14 14:00:00,0
328,1348,3321.0514863633857,2025-01-14 15:00:00,0
329,1770,898.3994746800596,2025-01-14 16:00:00,0
330,1659,4805.740884172581,2025-01-14 17:00:00,0
331,1763,751.8270114880337,2025-01-14 18:00:00,0
332,1954,2078.9743773978485,2025-01-14 19:00:00,0
333,1931,435.8948437124329,2025-01-14 20:00:00,0
334,1402,4984.402516711278,2025-01-14 21:00:00,0
335,1345,2515.9531015529005,2025-01-14 22:00:00,0
336,1962,2980.9712364270185,2025-01-14 23:00:00,0
337,1510,344.71162216825314,2025-01-15 00:00:00,0
338,1146,3752.302747291897,2025-01-15 01:00:00,0
339,1147,1057.428909546973,2025-01-15 02:00:00,0
340,1863,4491.290904309161,2025-01-15 03:00:00,0
341,1710,1033.6468060052157,2025-01-15 04:00:00,0
342,1819,961.5317261116962,2025-01-15 05:00:00,0
343,1488,192.38284256199344,2025-01-15 06:00:00,0
344,1928,2365.614056098896,2025-01-15 07:00:00,0
345,1935,2828.557254980456,2025-01-15 08:00:00,0
346,1639,337.8861107474783,2025-01-15 09:00:00,0
347,1550,3879.8828073081027,2025-01-15 10:00:00,0
348,1337,2271.9112853926576,2025-01-15 11:00:00,0
349,1871,2626.707443944624,2025-01-15 12:00:00,0
350,1640,2209.4061072217582,2025-01-15 13:00:00,0
351,1778,2009.8076737678766,2025-01-15 14:00:00,1
352,1987,2802.6052532280073,2025-01-15 15:00:00,0
353,1952,784.6488271942554,2025-01-15 16:00:00,0
354,1472,917.8213711714029,2025-01-15 17:00:00,0
355,1945,4310.310248857451,2025-01-15 18:00:00,0
356,1150,4731.116156046827,2025-01-15 19:00:00,0
357,1414,1872.8134882359673,2025-01-15 20:00:00,0
358,1989,1361.0159189863334,2025-01-15 21:00:00,0
359,1297,3223.557720762689,2025-01-15 22:00:00,0
360,1610,2049.583513779501,2025-01-15 23:00:00,0
361,1262,136.67791474512086,2025-01-16 00:00:00,0
362,1763,789.2014608572899,2025-01-16 01:00:00,0
363,1143,3582.7014219485136,2025-01-16 02:00:00,0
364,1345,3298.0304701316554,2025-01-16 03:00:00,0
365,1623,145.2090025923826,2025-01-16 04:00:00,0
366,1571,1117.6410880454177,2025-01-16 05:00:00,0
367,1880,1163.0632349744762,2025-01-16 06:00:00,0
368,1001,3362.7447905576546,2025-01-16 07:00:00,0
369,1896,108.35558339427713,2025-01-16 08:00:00,0
370,1303,529.5018241030235,2025-01-16 09:00:00,0
371,1253,4001.581266012215,2025-01-16 10:00:00,0
372,1651,900.9378636511248,2025-01-16 11:00:00,0
373,1452,3267.203078180855,2025-01-16 12:00:00,0
374,1036,1198.5320774231654,2025-01-16 13:00:00,0
375,1159,506.2125498691324,2025-01-16 14:00:00,0
376,1008,1223.4292330872759,2025-01-16 15:00:00,1
377,1232,3614.1119899597393,2025-01-16 16:00:00,0
378,1098,4279.9253758503655,2025-01-16 17:00:00,0
379,1658,4152.797124189288,2025-01-16 18:00:00,0
380,1815,1991.9458127960895,2025-01-16 19:00:00,0
381,1207,3343.744831487524,2025-01-16 20:00:00,0
382,1130,1032.8716341249467,2025-01-16 21:00:00,0
383,1403,1472.8071740024561,2025-01-16 22:00:00,0
384,1151,4482.715734420388,2025-01-16 23:00:00,0
385,1053,74.87959831857282,2025-01-17 00:00:00,0
386,1119,436.68756896379574,2025-01-17 01:00:00,0
387,1672,1047.3524131786764,2025-01-17 02:00:00,0
388,1919,142.39569733036038,2025-01-17 03:00:00,0
389,1627,915.3628210980886,2025-01-17 04:00:00,0
390,1586,2919.377389238764,2025-01-17 05:00:00,0
391,1624,2112.9085074565646,2025-01-17 06:00:00,0
392,1967,4464.431838274105,2025-01-17 07:00:00,0
393,1419,4089.04337307482,2025-01-17 08:00:00,1
394,1421,1715.668584972401,2025-01-17 09:00:00,0
395,1103,1304.5229328221494,2025-01-17 10:00:00,0
396,1851,1904.6651167546618,2025-01-17 11:00:00,0
397,1253,2955.5717631488906,2025-01-17 12:00:00,0
398,1226,1347.6375677061526,2025-01-17 13:00:00,0
399,1111,3124.5030501671786,2025-01-17 14:00:00,1
400,1509,2052.9641444342897,2025-01-17 15:00:00,0
401,1472,2764.7154324513813,2025-01-17 16:00:00,0
402,1098,2186.2713803852303,2025-01-17 17:00:00,0
403,1152,1479.3841401141692,2025-01-17 18:00:00,0
404,1860,4742.782001741162,2025-01-17 19:00:00,0
405,1913,3820.3929128572063,2025-01-17 20:00:00,0
406,1895,709.1647470745982,2025-01-17 21:00:00,0
407,1877,4343.655199730585,2025-01-17 22:00:00,0
408,1337,2442.281679265073,2025-01-17 23:00:00,0
409,1705,4473.815612201516,2025-01-18 00:00:00,0
410,1821,4001.277727177103,2025-01-18 01:00:00,0
411,1162,2131.815387301475,2025-01-18 02:00:00,0
412,1719,122.12184851738581,2025-01-18 03:00:00,0
413,1956,1350.7000233308809,2025-01-18 04:00:00,0
414,1680,2712.754731157726,2025-01-18 05:00:00,0
415,1995,3171.056316932475,2025-01-18 06:00:00,0
416,1160,1296.8595503116794,2025-01-18 07:00:00,0
417,1579,705.3868096233924,2025-01-18 08:00:00,0
418,1800,4176.301881628503,2025-01-18 09:00:00,0
419,1397,4922.166881710725,2025-01-18 10:00:00,0
420,1276,2633.1940096904023,2025-01-18 11:00:00,0
421,1815,866.6796363830344,2025-01-18 12:00:00,0
422,1915,1368.813559331651,2025-01-18 13:00:00,0
423,1503,101.769475971859,2025-01-18 14:00:00,0
424,1895,4572.35104473689,2025-01-18 15:00:00,0
425,1391,597.5779036218042,2025-01-18 16:00:00,0
426,1134,2886.8172128161254,2025-01-18 17:00:00,0
427,1194,1377.535551229158,2025-01-18 18:00:00,0
428,1400,2775.3482325538093,2025-01-18 19:00:00,0
429,1639,3260.5877378758023,2025-01-18 20:00:00,0
430,1032,4150.411600498936,2025-01-18 21:00:00,0
431,1687,1040.04214608541,2025-01-18 22:00:00,0
432,1459,64.86918500581758,2025-01-18 23:00:00,0
433,1954,693.0592940433482,2025-01-19 00:00:00,0
434,1882,4501.093022822044,2025-01-19 01:00:00,0
435,1469,4370.711487036951,2025-01-19 02:00:00,0
436,1374,2991.0913798298384,2025-01-19 03:00:00,0
437,1021,3006.5791335639306,2025-01-19 04:00:00,0
438,1749,3328.5330059858147,2025-01-19 05:00:00,0
439,1669,885.1026803310134,2025-01-19 06:00:00,0
440,1037,4572.915610165549,2025-01-19 07:00:00,0
441,1229,2099.664919211445,2025-01-19 08:00:00,1
442,1364,1921.8612559649923,2025-01-19 09:00:00,0
443,1562,2599.3993493613593,2025-01-19 10:00:00,0
444,1437,244.36017420752466,2025-01-19 11:00:00,0
445,1775,839.7540100928362,2025-01-19 12:00:00,0
446,1282,3692.7877459675883,2025-01-19 13:00:00,0
447,1026,423.16535294638106,2025-01-19 14:00:00,0
448,1225,3019.729026237277,2025-01-19 15:00:00,0
449,1276,1234.2920573097915,2025-01-19 16:00:00,0
450,1797,1952.5851140694629,2025-01-19 17:00:00,0
451,1608,1450.5817464857923,2025-01-19 18:00:00,0
452,1283,1784.8068551600961,2025-01-19 19:00:00,0
453,1878,3598.039066869385,2025-01-19 20:00:00,0
454,1959,1492.6373609596433,2025-01-19 21:00:00,0
455,1480,2836.3591550815167,2025-01-19 22:00:00,0
456,1452,2385.4915069735075,2025-01-19 23:00:00,0
457,1828,3321.7191151596144,2025-01-20 00:00:00,0
458,1815,4684.780399230543,2025-01-20 01:00:00,0
459,1658,3665.534765079149,2025-01-20 02:00:00,0
460,1515,1082.5524891678763,2025-01-20 03:00:00,0
461,1546,165.6038439558105,2025-01-20 04:00:00,0
462,1191,1318.697581056127,2025-01-20 05:00:00,0
463,1048,2979.4388741942716,2025-01-20 06:00:00,0
464,1511,266.61480928640924,2025-01-20 07:00:00,0
465,1016,2486.8675735341694,2025-01-20 08:00:00,0
466,1171,2988.245816095277,2025-01-20 09:00:00,0
467,1219,1677.8770151766346,2025-01-20 10:00:00,0
468,1157,3856.8518966916513,2025-01-20 11:00:00,0
469,1476,541.9252831375213,2025-01-20 12:00:00,0
470,1045,384.93753086168573,2025-01-20 13:00:00,0
471,1372,3643.6618934559806,2025-01-20 14:00:00,0
472,1517,2482.5016678689303,2025-01-20 15:00:00,0
473,1098,3445.127958174403,2025-01-20 16:00:00,0
474,1891,2179.7884196326936,2025-01-20 17:00:00,0
475,1744,1239.546145863143,2025-01-20 18:00:00,0
476,1036,4097.320565194257,2025-01-20 19:00:00,0
477,1279,3999.0852360552067,2025-01-20 20:00:00,0
478,1348,3476.5353895635894,2025-01-20 21:00:00,0
479,1496,1368.0042347775138,2025-01-20 22:00:00,0
480,1301,2955.251027676745,2025-01-20 23:00:00,0
481,1180,1811.2597457307338,2025-01-21 00:00:00,0
482,1606,466.99454589990444,2025-01-21 01:00:00,0
483,1098,4587.394741556592,2025-01-21 02:00:00,1
484,1699,692.7249682856174,2025-01-21 03:00:00,0
485,1992,4751.684395565804,2025-01-21 04:00:00,0
486,1115,2235.568807060199,2025-01-21 05:00:00,0
487,1190,933.813314904712,2025-01-21 06:00:00,0
488,1252,2714.085727418007,2025-01-21 07:00:00,0
489,1980,4365.999721023278,2025-01-21 08:00:00,0
490,1927,3663.8021831837104,2025-01-21 09:00:00,0
491,1982,4034.7401278286343,2025-01-21 10:00:00,0
